,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6
3825,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
3826,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,
3827,Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin
3828,Malaria,chills,vomiting,high_fever,sweating,headache,nausea
3829,Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
3830,Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
3831,Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
3832,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
3833,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
3834,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
3835,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
3836,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
3837,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
3838,Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
3839,Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache
3840,Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating
3841,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,
3842,Heart attack,vomiting,breathlessness,sweating,chest_pain,,
3843,Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
3844,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
3845,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
3846,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
3847,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
3848,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
3849,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
3850,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
3851,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
3852,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
3853,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
3854,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,
3855,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,
3856,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
3857,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
3858,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,
3859,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
3860,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
3861,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
3862,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
3863,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
3864,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
3865,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck
3866,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
3867,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,
3868,Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin
3869,Malaria,chills,vomiting,high_fever,sweating,headache,nausea
3870,Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
3871,Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
3872,Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
3873,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
3874,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
3875,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
3876,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
3877,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
3878,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
3879,Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
3880,Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache
3881,Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating
3882,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,
3883,Heart attack,vomiting,breathlessness,sweating,chest_pain,,
3884,Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
3885,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
3886,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
3887,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
3888,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
3889,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
3890,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
3891,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
3892,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
3893,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
3894,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
3895,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,
3896,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,
3897,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
3898,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
3899,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,
3900,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
3901,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
3902,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
3903,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
3904,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
3905,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
3906,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck
3907,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
3908,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,
3909,Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin
3910,Malaria,chills,vomiting,high_fever,sweating,headache,nausea
3911,Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
3912,Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
3913,Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
3914,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
3915,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
3916,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
3917,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
3918,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
3919,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
3920,Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
3921,Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache
3922,Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating
3923,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,
3924,Heart attack,vomiting,breathlessness,sweating,chest_pain,,
3925,Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
3926,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
3927,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
3928,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
3929,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
3930,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
3931,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
3932,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
3933,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
3934,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
3935,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
3936,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,
3937,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,
3938,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
3939,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
3940,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,
3941,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
3942,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
3943,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
3944,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
3945,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
3946,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
3947,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck
3948,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
3949,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,
3950,Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin
3951,Malaria,chills,vomiting,high_fever,sweating,headache,nausea
3952,Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
3953,Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
3954,Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
3955,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
3956,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
3957,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
3958,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
3959,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
3960,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
3961,Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
3962,Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache
3963,Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating
3964,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,
3965,Heart attack,vomiting,breathlessness,sweating,chest_pain,,
3966,Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
3967,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
3968,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
3969,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
3970,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
3971,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
3972,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
3973,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
3974,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
3975,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
3976,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
3977,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,
3978,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,
3979,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
3980,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
3981,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,
3982,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
3983,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
3984,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
3985,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
3986,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
3987,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
3988,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck
3989,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
3990,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,
3991,Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin
3992,Malaria,chills,vomiting,high_fever,sweating,headache,nausea
3993,Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
3994,Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
3995,Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
3996,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
3997,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
3998,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
3999,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
4000,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
4001,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
4002,Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
4003,Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache
4004,Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating
4005,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,
4006,Heart attack,vomiting,breathlessness,sweating,chest_pain,,
4007,Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
4008,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
4009,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
4010,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
4011,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
4012,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
4013,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
4014,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
4015,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
4016,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
4017,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
4018,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,
4019,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,
4020,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
4021,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
4022,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,
4023,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
4024,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
4025,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
4026,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
4027,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
4028,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
4029,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck
4030,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
4031,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,
4032,Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin
4033,Malaria,chills,vomiting,high_fever,sweating,headache,nausea
4034,Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
4035,Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
4036,Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
4037,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
4038,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
4039,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
4040,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
4041,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
4042,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
4043,Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
4044,Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache
4045,Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating
4046,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,
4047,Heart attack,vomiting,breathlessness,sweating,chest_pain,,
4048,Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
4049,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
4050,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
4051,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
4052,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
4053,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
4054,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
4055,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
4056,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
4057,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
4058,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
4059,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,
4060,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,
4061,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
4062,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
4063,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,
4064,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
4065,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
4066,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
4067,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
4068,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
4069,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
4070,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck
4071,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
4072,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,
4073,Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin
4074,Malaria,chills,vomiting,high_fever,sweating,headache,nausea
4075,Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
4076,Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
4077,Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
4078,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
4079,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
4080,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
4081,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
4082,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
4083,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
4084,Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
4085,Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache
4086,Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating
4087,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,
4088,Heart attack,vomiting,breathlessness,sweating,chest_pain,,
4089,Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
4090,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
4091,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
4092,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
4093,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
4094,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
4095,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
4096,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
4097,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
4098,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
4099,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
4100,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,
4101,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,
4102,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
4103,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
4104,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,
4105,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
4106,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
4107,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
4108,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
4109,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
4110,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
4111,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck
4112,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
4113,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,
4114,Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin
4115,Malaria,chills,vomiting,high_fever,sweating,headache,nausea
4116,Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache
4117,Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever
4118,Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea
4119,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite
4120,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite
4121,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
4122,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea
4123,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine
4124,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption
4125,Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever
4126,Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache
4127,Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating
4128,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,
4129,Heart attack,vomiting,breathlessness,sweating,chest_pain,,
4130,Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
4131,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
4132,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
4133,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
